noteId,tweetId,currentStatus,true_label_3way,true_label_text,agent_id,cluster,persona_name,helpfulnessLevel,parsed_rating,predicted_rating_score,agree,disagree,helpfulClear,helpfulGoodSources,helpfulAddressesClaim,helpfulImportantContext,helpfulUnbiasedLanguage,notHelpfulIncorrect,notHelpfulSourcesMissingOrUnreliable,notHelpfulMissingKeyPoints,notHelpfulHardToUnderstand,notHelpfulArgumentativeOrBiased,notHelpfulIrrelevantSources,notHelpfulOpinionSpeculation,notHelpfulNoteNotNeeded,confidence,changes_reader_understanding,rationale,raw_completion,api_error
1430799665243504645,1430230421615386627,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,C10,10,skeptical low-score rater,NOT_HELPFUL,NOT_HELPFUL,0.0,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,78,20,"Note adds Israel vaccination/case distribution stats, but it doesn’t directly address the post’s misleading implication that “Pfizer not working,” nor quantify vaccine effectiveness or compare to USA expectations.","{""helpfulnessLevel"":""NOT_HELPFUL"",""agree"":0,""disagree"":1,""helpfulClear"":0,""helpfulGoodSources"":0,""helpfulAddressesClaim"":0,""helpfulImportantContext"":0,""helpfulUnbiasedLanguage"":1,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":0,""notHelpfulMissingKeyPoints"":1,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":0,""notHelpfulIrrelevantSources"":1,""notHelpfulOpinionSpeculation"":0,""notHelpfulNoteNotNeeded"":0,""confidence"":78,""changes_reader_understanding"":20,""rationale"":""Note adds Israel vaccination/case distribution stats, but it doesn’t directly address the post’s misleading implication that “Pfizer not working,” nor quantify vaccine effectiveness or compare to USA expectations.""}",
1430799665243504645,1430230421615386627,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,C11,11,strict unresolved-prone rater,HELPFUL,HELPFUL,1.0,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,78,72,"The note counters the post’s implication that Pfizer “isn’t working” in Israel by adding hospitalization/serious-case vaccination distribution and a low breakthrough rate study, directly addressing the confusion.","{""helpfulnessLevel"":""HELPFUL"",""agree"":1,""disagree"":0,""helpfulClear"":1,""helpfulGoodSources"":1,""helpfulAddressesClaim"":1,""helpfulImportantContext"":1,""helpfulUnbiasedLanguage"":1,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":0,""notHelpfulMissingKeyPoints"":0,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":0,""notHelpfulIrrelevantSources"":0,""notHelpfulOpinionSpeculation"":0,""notHelpfulNoteNotNeeded"":0,""confidence"":78,""changes_reader_understanding"":72,""rationale"":""The note counters the post’s implication that Pfizer “isn’t working” in Israel by adding hospitalization/serious-case vaccination distribution and a low breakthrough rate study, directly addressing the confusion.""}",
1430799665243504645,1430230421615386627,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,C12,12,mixed-agreement boundary-case rater,HELPFUL,HELPFUL,1.0,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,78,62,"The post implies Pfizer “not working” in Israel and raises doubt about vaccination. The note provides context on unvaccinated share among serious cases and a low breakthrough rate, addressing the misleading implication.","{""helpfulnessLevel"":""HELPFUL"",""agree"":1,""disagree"":0,""helpfulClear"":1,""helpfulGoodSources"":1,""helpfulAddressesClaim"":1,""helpfulImportantContext"":1,""helpfulUnbiasedLanguage"":1,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":0,""notHelpfulMissingKeyPoints"":0,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":0,""notHelpfulIrrelevantSources"":0,""notHelpfulOpinionSpeculation"":0,""notHelpfulNoteNotNeeded"":0,""confidence"":78,""changes_reader_understanding"":62,""rationale"":""The post implies Pfizer “not working” in Israel and raises doubt about vaccination. The note provides context on unvaccinated share among serious cases and a low breakthrough rate, addressing the misleading implication.""}",
1430799665243504645,1430230421615386627,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,C13,13,high-helpfulness positive-axis rater,HELPFUL,HELPFUL,1.0,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,84,78,"The note adds crucial context: many serious cases are in unvaccinated people and breakthrough rates among fully vaccinated are low, directly countering the post’s implication that the vaccine isn’t working in Israel.","{""helpfulnessLevel"":""HELPFUL"",""agree"":1,""disagree"":0,""helpfulClear"":1,""helpfulGoodSources"":1,""helpfulAddressesClaim"":1,""helpfulImportantContext"":1,""helpfulUnbiasedLanguage"":1,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":0,""notHelpfulMissingKeyPoints"":0,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":0,""notHelpfulIrrelevantSources"":0,""notHelpfulOpinionSpeculation"":0,""notHelpfulNoteNotNeeded"":0,""confidence"":84,""changes_reader_understanding"":78,""rationale"":""The note adds crucial context: many serious cases are in unvaccinated people and breakthrough rates among fully vaccinated are low, directly countering the post’s implication that the vaccine isn’t working in Israel.""}",
1430799665243504645,1430230421615386627,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,C14,14,high-helpfulness negative-axis rater,HELPFUL,HELPFUL,1.0,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,78,70,"Adds relevant Israel context: many severe cases and breakthrough infections are concentrated among the unvaccinated, directly addressing the post’s “vaccine not working” framing.","{""helpfulnessLevel"":""HELPFUL"",""agree"":1,""disagree"":0,""helpfulClear"":1,""helpfulGoodSources"":1,""helpfulAddressesClaim"":1,""helpfulImportantContext"":1,""helpfulUnbiasedLanguage"":1,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":0,""notHelpfulMissingKeyPoints"":0,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":0,""notHelpfulIrrelevantSources"":0,""notHelpfulOpinionSpeculation"":0,""notHelpfulNoteNotNeeded"":0,""confidence"":78,""changes_reader_understanding"":70,""rationale"":""Adds relevant Israel context: many severe cases and breakthrough infections are concentrated among the unvaccinated, directly addressing the post’s “vaccine not working” framing.""}",
1430799665243504645,1430230421615386627,NEEDS_MORE_RATINGS,1,NEEDS_MORE_RATINGS,C15,15,positive high-context rater,NOT_HELPFUL,NOT_HELPFUL,0.0,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,64,35,"The note adds some vaccination-rate context (unvaccinated overrepresented among severe cases), but it doesn’t directly address the post’s key implication about whether Pfizer “isn’t working so good” or why kids need vaccination.","{
  ""helpfulnessLevel"":""NOT_HELPFUL"",
  ""agree"":0,
  ""disagree"":1,
  ""helpfulClear"":0,
  ""helpfulGoodSources"":1,
  ""helpfulAddressesClaim"":0,
  ""helpfulImportantContext"":0,
  ""helpfulUnbiasedLanguage"":1,
  ""notHelpfulIncorrect"":0,
  ""notHelpfulSourcesMissingOrUnreliable"":0,
  ""notHelpfulMissingKeyPoints"":1,
  ""notHelpfulHardToUnderstand"":0,
  ""notHelpfulArgumentativeOrBiased"":0,
  ""notHelpfulIrrelevantSources"":0,
  ""notHelpfulOpinionSpeculation"":0,
  ""notHelpfulNoteNotNeeded"":0,
  ""confidence"":64,
  ""changes_reader_understanding"":35,
  ""rationale"":""The note adds some vaccination-rate context (unvaccinated overrepresented among severe cases), but it doesn’t directly address the post’s key implication about whether Pfizer “isn’t working so good” or why kids need vaccination.""
}",
1529819034476240897,1529235231294865410,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,C00,0,strict unresolved-prone rater,NOT_HELPFUL,NOT_HELPFUL,0.0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,78,12,Note mainly argues for gun legislation and implies causation without evidence; it doesn’t fact-correct the post’s central expression of grief or address a specific misleading claim.,"{""helpfulnessLevel"":""NOT_HELPFUL"",""agree"":0,""disagree"":1,""helpfulClear"":0,""helpfulGoodSources"":0,""helpfulAddressesClaim"":0,""helpfulImportantContext"":0,""helpfulUnbiasedLanguage"":0,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":0,""notHelpfulMissingKeyPoints"":1,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":1,""notHelpfulIrrelevantSources"":1,""notHelpfulOpinionSpeculation"":1,""notHelpfulNoteNotNeeded"":0,""confidence"":78,""changes_reader_understanding"":12,""rationale"":""Note mainly argues for gun legislation and implies causation without evidence; it doesn’t fact-correct the post’s central expression of grief or address a specific misleading claim.""}",
1529819034476240897,1529235231294865410,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,C01,1,high-helpfulness positive-axis rater,NOT_HELPFUL,NOT_HELPFUL,0.0,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,76,12,"Note shifts from condolences to political argument about gun legislation without evidence or linkage to the specific tragedy, so it doesn’t clarify the post’s meaning.","{""helpfulnessLevel"":""NOT_HELPFUL"",""agree"":0,""disagree"":1,""helpfulClear"":0,""helpfulGoodSources"":0,""helpfulAddressesClaim"":0,""helpfulImportantContext"":0,""helpfulUnbiasedLanguage"":0,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":1,""notHelpfulMissingKeyPoints"":1,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":1,""notHelpfulIrrelevantSources"":0,""notHelpfulOpinionSpeculation"":1,""notHelpfulNoteNotNeeded"":0,""confidence"":76,""changes_reader_understanding"":12,""rationale"":""Note shifts from condolences to political argument about gun legislation without evidence or linkage to the specific tragedy, so it doesn’t clarify the post’s meaning.""}",
1529819034476240897,1529235231294865410,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,C02,2,positive high-context rater,NOT_HELPFUL,NOT_HELPFUL,0.0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,78,5,"Note attacks policy and implies causality (“could have prevented”) without evidence, and doesn’t factually correct the post’s central message of condolences/horror.","{""helpfulnessLevel"":""NOT_HELPFUL"",""agree"":0,""disagree"":1,""helpfulClear"":0,""helpfulGoodSources"":0,""helpfulAddressesClaim"":0,""helpfulImportantContext"":0,""helpfulUnbiasedLanguage"":0,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":0,""notHelpfulMissingKeyPoints"":0,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":1,""notHelpfulIrrelevantSources"":0,""notHelpfulOpinionSpeculation"":1,""notHelpfulNoteNotNeeded"":0,""confidence"":78,""changes_reader_understanding"":5,""rationale"":""Note attacks policy and implies causality (“could have prevented”) without evidence, and doesn’t factually correct the post’s central message of condolences/horror.""}",
1529819034476240897,1529235231294865410,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,C03,3,mainstream consensus rater,NOT_HELPFUL,NOT_HELPFUL,0.0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,72,18,The post expresses condolences; the note shifts to a partisan policy argument (“blocking stronger legislation”) without evidence or clarifying any factual error.,"{""helpfulnessLevel"":""NOT_HELPFUL"",""agree"":0,""disagree"":1,""helpfulClear"":0,""helpfulGoodSources"":0,""helpfulAddressesClaim"":0,""helpfulImportantContext"":0,""helpfulUnbiasedLanguage"":0,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":0,""notHelpfulMissingKeyPoints"":1,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":1,""notHelpfulIrrelevantSources"":1,""notHelpfulOpinionSpeculation"":1,""notHelpfulNoteNotNeeded"":0,""confidence"":72,""changes_reader_understanding"":18,""rationale"":""The post expresses condolences; the note shifts to a partisan policy argument (“blocking stronger legislation”) without evidence or clarifying any factual error.""}",
1529819034476240897,1529235231294865410,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,C04,4,skeptical low-score rater,NOT_HELPFUL,NOT_HELPFUL,0.0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,84,10,Note shifts from condolence to partisan advocacy (“blocked stronger legislation”) without evidence and doesn’t correct any factual claim in the post.,"{""helpfulnessLevel"":""NOT_HELPFUL"",""agree"":0,""disagree"":1,""helpfulClear"":0,""helpfulGoodSources"":0,""helpfulAddressesClaim"":0,""helpfulImportantContext"":0,""helpfulUnbiasedLanguage"":0,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":0,""notHelpfulMissingKeyPoints"":0,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":1,""notHelpfulIrrelevantSources"":0,""notHelpfulOpinionSpeculation"":1,""notHelpfulNoteNotNeeded"":0,""confidence"":84,""changes_reader_understanding"":10,""rationale"":""Note shifts from condolence to partisan advocacy (“blocked stronger legislation”) without evidence and doesn’t correct any factual claim in the post.""}",
1529819034476240897,1529235231294865410,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,C05,5,low-agreement idiosyncratic rater,NOT_HELPFUL,NOT_HELPFUL,0.0,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,-1,86,10,Note shifts to partisan policy blame and provides no evidence for the claim that stronger legislation “could have prevented” it; it doesn’t correct a specific factual error in the post.,"{""helpfulnessLevel"":""NOT_HELPFUL"",""agree"":0,""disagree"":1,""helpfulClear"":0,""helpfulGoodSources"":0,""helpfulAddressesClaim"":0,""helpfulImportantContext"":0,""helpfulUnbiasedLanguage"":0,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":1,""notHelpfulMissingKeyPoints"":1,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":1,""notHelpfulIrrelevantSources"":0,""notHelpfulOpinionSpeculation"":1,""notHelpfulNoteNotNeeded"":0,""confidence"":86,""changes_reader_understanding"":10,""rationale"":""Note shifts to partisan policy blame and provides no evidence for the claim that stronger legislation “could have prevented” it; it doesn’t correct a specific factual error in the post.""}",
1529819034476240897,1529235231294865410,CURRENTLY_RATED_NOT_HELPFUL,0,NOT_HELPFUL,C06,6,high-helpfulness negative-axis rater,NOT_HELPFUL,NOT_HELPFUL,0.0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,84,12,The post is a condolences statement; the note shifts to political persuasion about gun laws (“you’ve gone out of the way to block it”) without addressing a factual error in the post.,"{""helpfulnessLevel"":""NOT_HELPFUL"",""agree"":0,""disagree"":1,""helpfulClear"":0,""helpfulGoodSources"":0,""helpfulAddressesClaim"":0,""helpfulImportantContext"":0,""helpfulUnbiasedLanguage"":0,""notHelpfulIncorrect"":0,""notHelpfulSourcesMissingOrUnreliable"":0,""notHelpfulMissingKeyPoints"":1,""notHelpfulHardToUnderstand"":0,""notHelpfulArgumentativeOrBiased"":1,""notHelpfulIrrelevantSources"":1,""notHelpfulOpinionSpeculation"":0,""notHelpfulNoteNotNeeded"":1,""confidence"":84,""changes_reader_understanding"":12,""rationale"":""The post is a condolences statement; the note shifts to political persuasion about gun laws (“you’ve gone out of the way to block it”) without addressing a factual error in the post.""}",
